"target_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"annotation"
"Solyc01g005470"	547.922312282738	-2.98507675667362	0.684971338033248	-4.35795863407167	1.31281188187947e-05	0.00312316438637331	"protein PLANT CADMIUM RESISTANCE 2-like (AHRD V3.3 *** A0A1U8ETE7_CAPAN)"
"Solyc01g006050"	266.022003176327	2.61251843896201	0.607752650333842	4.29865412767337	1.71838385470036e-05	0.00378988614987212	"transmembrane protein 45B-like (AHRD V3.3 *** A0A2I4DQK0_9ROSI)"
"Solyc01g007980"	85.2295566221763	-5.42101603658582	1.07726575767917	-5.03219934165984	4.84884685708998e-07	0.000211557296569121	"Cysteine-rich receptor-like protein kinase 2 (AHRD V3.3 *** A0A2G2YVX5_CAPAN)"
"Solyc01g067020"	64.3460382959577	-3.9560141549821	1.01573774201338	-3.89472005553377	9.83122053800196e-05	0.0135145613834041	"Atypical receptor-like kinase.1"
"Solyc01g079110"	162.0730308661	-3.83708952297513	1.11465979933275	-3.44238621081701	0.000576606389663182	0.0475854251119591	"Histone H3 (AHRD V3.11 *** tr|A0A2G3DHD8|A0A2G3DHD8_CAPCH)"
"Solyc01g095720"	979.979145998008	2.2088907139846	0.53524642112493	4.12686685385428	3.6773916272903e-05	0.00630814102219797	"Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** A0A2U1L1L1_ARTAN)"
"Solyc01g097470"	2906.96659343687	2.2946034136951	0.633543332502833	3.62185709481022	0.000292495695324659	0.0299509622712547	"Neurogenic locus notch-like protein (AHRD V3.11 *** tr|F4JIF2|F4JIF2_ARATH)"
"Solyc01g101060"	28313.8587931976	2.28080132833439	0.639524790087127	3.56640018289778	0.000361918570916642	0.0353152293439392	"S-adenosyl-L-methionine synthetase"
"Solyc01g102960"	114.280782693492	5.57688937528734	1.05919302218333	5.26522480651506	1.40017913757039e-07	7.59502575433452e-05	"22.0 kDa class IV heat shock protein (AHRD V3.3 *** A0A2G3ATG3_CAPCH)"
"Solyc01g103060"	182.278480715664	4.48958863423663	0.88340826494083	5.08212206338973	3.73241425083859e-07	0.000178356080986501	NA
"Solyc01g103540"	11975.3885487597	2.22916634345731	0.649665824866557	3.43125074174124	0.000600804985106245	0.0486215969801707	"Evolutionarily conserved C-terminal region 2 (AHRD V3.3 *-* F4JDC2_ARATH)"
"Solyc01g104470"	5976.887824884	2.21971186763393	0.633213610993714	3.50547086969671	0.000455800376829572	0.041206817851214	"Ribosome assembly factor mrt4 (AHRD V3.3 *** A0A328DGN8_9ASTE)"
"Solyc01g105070"	203.300882361084	-4.04222814472668	0.866599583209053	-4.66447044638327	3.09412793853737e-06	0.000940896177673408	"LECEVI16G peroxidase precursor"
"Solyc01g105080"	35.510576132747	-2.77611758811291	0.800473956425974	-3.46809232933444	0.000524167163111889	0.0451503646508825	"Protein kinase-like domain-containing protein (AHRD V3.3 *-* A0A2U1NUU1_ARTAN)"
"Solyc01g105220"	314.507864202523	1.85177695612992	0.529420208760167	3.49774512851812	0.000469209300171015	0.0418534695752545	"alternative oxidase 2"
"Solyc01g105330"	443.123078570414	1.69252979512819	0.417123030360818	4.05762729922662	4.95737968438366e-05	0.0081552959234082	"Methyl-CpG binding domain protein (AHRD V3.3 *-* A0A2K3LPB7_TRIPR)"
"Solyc01g105510"	226.196967453618	2.09731873152507	0.580060055831461	3.6156923932967	0.000299545905823125	0.0303630622720713	"LMBR1-like membrane protein (AHRD V3.3 *** A0A200RDV5_9MAGN)"
"Solyc01g105660"	202.362336655469	5.74647332528545	1.15024085157148	4.99588700699904	5.85659461161938e-07	0.000250089050755747	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** F4INZ9_ARATH)"
"Solyc01g105770"	403.717285204525	3.44617940467456	0.98745861121873	3.4899482019011	0.000483114177783394	0.042636337224	"IgA FC receptor (AHRD V3.3 *-* A0A1J3K238_NOCCA)"
"Solyc01g106820"	833.918683150515	1.71298927309809	0.484632029993533	3.53461836420706	0.000408364492252509	0.0382984829883544	"Ethylene-dependent gravitropism-deficient and yellow-green-like 3 (AHRD V3.3 *** A0A2U1KYW2_ARTAN)"
"Solyc01g106920"	432.900654337857	4.1413614190531	0.940901624492158	4.40148184597763	1.07514065075081e-05	0.0026639596124159	"Nucleobase-ascorbate transporter 8 (AHRD V3.11 *** tr|A0A1U8DZ27|A0A1U8DZ27_CAPAN)"
"Solyc01g107270"	71.3910673059725	4.41180832561059	1.23145430347597	3.58260011204443	0.000340191175658387	0.0339683427635017	"Phosphoribosylformylglycinamidine synthase (AHRD V3.3 *** A0A2G2Y2D6_CAPAN)"
"Solyc01g107460"	251.251178772116	3.52295733166794	0.946998845395368	3.72012843394452	0.000199121492805733	0.0232115928952825	"Neuronal PAS domain protein (AHRD V3.11 *** tr|A0A1P8BBZ0|A0A1P8BBZ0_ARATH)"
"Solyc01g111880"	127.20785421626	-2.46260337947126	0.71556289568966	-3.44149115934498	0.000578517375551471	0.0475854251119591	"MAP kinase kinase kinase 11"
"Solyc02g031770"	130.556413382966	-2.20139662396151	0.636696919797548	-3.45752673762187	0.000545158142074544	0.0462117617882272	"ATP synthase mitochondrial F1 complex assembly factor 1-like (AHRD V3.11 *** tr|A0A2I4G3K4|A0A2I4G3K4_9ROSI)"
"Solyc02g032860"	1123.91538756218	-2.63027770803086	0.609267424331011	-4.31711528138725	1.58081606122266e-05	0.00356482902794819	"5'-adenylylsulfate reductase 1, chloroplastic (AHRD V3.3 *** A0A2G3D220_CAPCH)"
"Solyc02g071560"	93.664991133597	-4.34420915611847	0.894993498076946	-4.85390024112217	1.21056650231397e-06	0.000458416409461159	"Subtilisin-like protease (AHRD V3.11 *** tr|A0A2I0VHD6|A0A2I0VHD6_9ASPA)"
"Solyc02g084850"	6501.68543144927	5.69441483892632	1.61025901095986	3.53633471396128	0.000405720293848782	0.0382291375471599	"Abscisic acid and environmental stress-inducible protein TAS14 (AHRD V3.3 --* TAS14_SOLLC)"
"Solyc02g085830"	206.052265196214	-2.60907309799206	0.71369916115603	-3.65570430791309	0.00025647684937827	0.0275266864546625	"RAD23 protein (AHRD V3.11 *** tr|Q9STA6|Q9STA6_SOLLC)"
"Solyc02g086300"	88.3616381293431	-3.15790467584421	0.732619072420101	-4.31043197580502	1.62935945606956e-05	0.00363347158703512	"Class I glutamine amidotransferase-like superfamily protein (AHRD V3.3 *** A0A2U1KIC9_ARTAN)"
"Solyc03g005020"	35.9597819704777	-3.54496187185339	0.923853776158388	-3.83714605421024	0.000124472449011374	0.0158111522256853	"Lipase (AHRD V3.3 *** A0A2G2WWE2_CAPBA)"
"Solyc03g033790"	67.3995548553082	-4.10477860141596	0.996452736822919	-4.11939116601115	3.79874795651393e-05	0.00646109080400293	"P-loop containing nucleoside triphosphate hydrolases superfamily protein (AHRD V3.3 *** A0A2U1NGS8_ARTAN)"
"Solyc03g043740"	200.179162430864	-4.36281102181943	1.22344841749133	-3.56599506725861	0.000362478188582535	0.0353152293439392	"Hydroxyproline-rich glycoprotein family protein (AHRD V3.11 *** tr|A0A2U1M3E1|A0A2U1M3E1_ARTAN)"
"Solyc03g117800"	31567.6980570205	3.42912307744291	0.927833902197267	3.69583722832521	0.000219163358789118	0.0248508961067661	"Protein ECERIFERUM 3 (AHRD V3.3 *** A0A2G2WQK1_CAPBA)"
"Solyc03g123710"	106.704919255329	2.98377859911299	0.716552818953368	4.16407349212754	3.12619414982639e-05	0.00565249698982123	"Unknown protein"
"Solyc04g005800"	659.62163362858	2.06526440461497	0.578243892227263	3.57161473277313	0.000354787061729484	0.034904785926033	"Homeobox-leucine zipper protein HOX16 (AHRD V3.3 *** A0A1U8EXU3_CAPAN)"
"Solyc04g006970"	1913.56943147141	2.60060264063831	0.514697284458808	5.05268381855323	4.3564474704606e-07	0.000198713410754873	"Phosphoenolpyruvate carboxylase (AHRD V3.3 *** A6YM33_RICCO)"
"Solyc04g008370"	49.6368744734889	-4.94880539579742	1.24256484752332	-3.9827341049132	6.8126962388073e-05	0.0101282084083602	"G-type lectin S-receptor-like serine/threonine-protein kinase (AHRD V3.11 *-* tr|A0A2G3CF44|A0A2G3CF44_CAPCH)"
"Solyc04g014510"	574.85059344118	-3.78671476793502	0.724208803006657	-5.22876103164436	1.70649767742649e-07	8.78189958614093e-05	"glutamine synthase"
"Solyc04g016360"	2527.43111595056	1.69938805132728	0.462497289155271	3.67437407996733	0.00023843319472918	0.0264591914125499	"S-formylglutathione hydrolase (AHRD V3.3 *** A0A2G2ZFA7_CAPAN)"
"Solyc04g016420"	41.502975629368	7.24924112238864	1.90818031174667	3.79903360167938	0.000145261399164825	0.0179738200648301	"hypothetical protein (AHRD V3.3 *-* AT5G04000.2)"
"Solyc04g016470"	129.939030487562	3.92928674280582	1.10768980815693	3.54728075844962	0.000389229559052363	0.0371992250008616	"LEQA L.esculentum TomQ'a beta(1,3)glucanase"
"Solyc04g039670"	423.595638146532	-3.31042879213284	0.882048924467605	-3.7531124411619	0.000174652466457694	0.0209896706694966	"ATP-citrate synthase (AHRD V3.3 *** B6TD54_MAIZE)"
"Solyc04g150119"	28.3288949847082	8.37661185746561	2.09015651975933	4.00764812504575	6.13263986438756e-05	0.00951999991917508	"alpha/beta-Hydrolases superfamily protein (AHRD V3.3 --* AT4G17470.4)"
"Solyc04g051280"	1176.58626953933	5.2408767116048	1.26502500301311	4.14290365733624	3.42936034930237e-05	0.00605445277843029	"nucleolin Chr1:24180973-24182668 REVERSE LENGTH=288 201606 (AHRD V3.11 *-* AT1G65090.3)"
"Solyc04g053080"	3386.28461269788	2.13421462519336	0.536586263239325	3.97739333152007	6.96748612474431e-05	0.0102071128849356	"Cysteine proteinases superfamily protein (AHRD V3.11 *** tr|Q9LYC7|Q9LYC7_ARATH)"
"Solyc04g053130"	2780.1814848484	4.48141634284599	0.886690499077664	5.0540931108516	4.32440614457367e-07	0.000198713410754873	"Stress enhanced protein 2, chloroplastic (AHRD V3.3 *** A0A1U8F0B2_CAPAN)"
"Solyc04g054760"	93.7312857048858	3.78831356704635	0.705570966015791	5.36914605264748	7.91103342997949e-08	4.41040113721357e-05	"FCS-Like Zinc finger 5 (AHRD V3.3 *** FLZ5_ARATH)"
"Solyc04g056310"	36.841936000627	5.89272033477084	1.25569854809467	4.69278262980566	2.69513813850902e-06	0.000845178475623063	"MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)"
"Solyc04g057790"	80.1084089893495	9.87607677878294	1.44137548957046	6.85184176520585	7.29051752450087e-12	9.75471244778216e-09	"Zinc finger BED domain-containing protein RICESLEEPER 2 (AHRD V3.3 *-* A0A2U1Q290_ARTAN)"
"Solyc04g057860"	24.1577615071882	8.14689695082708	1.7323039112848	4.70292591141515	2.56459500071275e-06	0.000817006693084206	"60S ribosomal protein L27 (AHRD V3.3 *** A0A1U8H3W7_CAPAN)"
"Solyc04g057930"	519.497335452362	1.79822211171813	0.438183343881889	4.10381210702257	4.0639756248877e-05	0.00685411687323497	"Pkinase domain-containing protein/Usp domain-containing protein (AHRD V3.3 *** A0A1Q3D4V0_CEPFO)"
"Solyc04g057990"	889.259024802759	1.70907666997284	0.471768802538761	3.62269963756754	0.000291544291679611	0.0299509622712547	"Zinc finger transcription factor 33"
"Solyc04g150159"	497.162872711507	1.81951900481615	0.52404675110843	3.47205473742107	0.000516491014572045	0.045069455054178	"40S ribosomal protein S15a (AHRD V3.3 *** A0A2G3C780_CAPCH)"
"Solyc04g058130"	119.348645954448	3.88166193377086	0.69241460166464	5.6059793141839	2.07080695604089e-08	1.38536985359135e-05	"hexokinase-2-like (AHRD V3.3 *-* XP_022894059.1)"
"Solyc04g058140"	638.495675640225	2.82002243919691	0.40433452746318	6.97447842728125	3.07007647654932e-12	4.73972576033421e-09	"GTPase OBG (AHRD V3.3 *** A0A2K3NYU9_TRIPR)"
"Solyc04g063317"	38.6490130322368	8.82458573346395	1.57134360712572	5.61594911096865	1.95486193325535e-08	1.35289927587706e-05	"Unknown protein"
"Solyc04g063320"	36.1743207195103	8.72916713617608	1.59170706146588	5.48415430672083	4.15452026003847e-08	2.60566317559288e-05	"Unknown protein"
"Solyc04g064470"	29.55969569716	8.4379899687729	2.01830901614245	4.1807225262761	2.90584281462256e-05	0.00540002456384026	"Glutathione S-transferase (AHRD V3.3 *-* A0A200PZB1_9MAGN)"
"Solyc04g064540"	26.9565530724372	3.93951872350009	1.10726485211189	3.55788293648645	0.000373855848919452	0.0360734946529491	"R2R3MYB transcription factor 115"
"Solyc04g071030"	487.720597100552	2.53940922445558	0.724070529172371	3.50712965401062	0.000452968387377949	0.0411360883921965	"RING-type E3 ubiquitin transferase (AHRD V3.3 *** A0A2G2WYL4_CAPBA)"
"Solyc04g071480"	2729.81257381601	1.88112997701638	0.511644673820996	3.67663355697221	0.000236332147711689	0.0264591914125499	"Plant/F1M20-13 protein (AHRD V3.3 *** G7IBZ7_MEDTR)"
"Solyc04g071600"	87.943039339	7.7332658689303	1.40566465106305	5.50150127420641	3.76570891494573e-08	2.43799283622454e-05	"Abscisic acid stress ripening 5"
"Solyc04g071630"	112.671122806864	1.93642977691281	0.49272515056277	3.93004045906952	8.49315692156598e-05	0.011920116043065	"hypothetical protein (AHRD V3.3 *** AT4G08330.1)"
"Solyc04g071780"	58.5661863670932	9.42397258131389	1.59932906915326	5.89245375643878	3.8050259878242e-09	3.05467486302527e-06	"Cytochrome P450 (AHRD V3.3 *-* A0A200Q069_9MAGN)"
"Solyc04g072460"	63.4296904716392	2.85477255062459	0.777774887538254	3.67043549022297	0.000242137576089705	0.0265557440006579	"Transcription factor TGA7 (AHRD V3.3 *** A0A2G2WZD9_CAPBA)"
"Solyc04g072700"	41.3786672171153	8.9229351653926	1.82484009452607	4.88970797614462	1.00985677729206e-06	0.000389765875389453	"Heavy metal-associated isoprenylated plant protein (AHRD V3.3 *** A0A2R6RNU7_ACTCH)"
"Solyc04g072900"	1759.17206209786	2.36997498972953	0.648942669317389	3.65205603173308	0.000260149102505177	0.0277723004642495	"dehydration-responsive element binding protein 3"
"Solyc04g076010"	1271.8000497738	2.67643134866477	0.510316002032511	5.24465495497879	1.56575067729416e-07	8.26963581402467e-05	"zinc ion-binding protein (AHRD V3.3 *-* AT1G02070.1)"
"Solyc04g076340"	848.234399484108	3.77852412011945	0.809872224865113	4.66558057445268	3.07746871296254e-06	0.000940896177673408	"hypothetical protein (AHRD V3.3 *-* AT4G38060.4)"
"Solyc04g076670"	1951.19974030272	1.80011580024928	0.452370774688498	3.97929287427738	6.91205492417007e-05	0.0102003634064774	"TRAF-type zinc finger domain-containing protein.1"
"Solyc04g077120"	401.233739864035	3.24032738015959	0.516541513259567	6.27312093409866	3.53881822944698e-10	3.73810957184215e-07	"Inositol-tetrakisphosphate 1-kinase (AHRD V3.3 *** A0A1U8GD06_CAPAN)"
"Solyc05g009280"	50.7375850284488	5.07610853860315	1.34108858679558	3.78506579549087	0.000153667917131099	0.018691606647401	NA
"Solyc05g050130"	903.456241063592	-3.71021347942774	1.05416284390281	-3.51958286225635	0.000432225997911838	0.0397925494407826	"Acidic endochitinase (AHRD V3.11 *** sp|P29060|CHIA_TOBAC)"
"Solyc05g055540"	375.250231867466	-2.81935687970419	0.668322582569959	-4.21855695622714	2.45870865411065e-05	0.00479090123184473	NA
"Solyc06g007440"	84.5455222350606	-4.53587332073574	1.0741358255055	-4.22281169013341	2.41273396812812e-05	0.00474740889611093	"Non-specific serine/threonine protein kinase (AHRD V3.3 *** A0A2G3C4Q5_CAPCH)"
"Solyc06g007610"	28.1154023079044	-8.32245820748233	2.26651567631064	-3.67191733746548	0.000240737556283918	0.0265472678825178	"Glyoxalase-like domain (AHRD V3.11 *** tr|A0A200QDW9|A0A200QDW9_9MAGN)"
